county,precinct,office,district,party,candidate,votes
Marion,Precinct 0001,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0002,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0003,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0004,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0005,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0006,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,2
Marion,Precinct 0007,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0008,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,2
Marion,Precinct 0009,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,2
Marion,Precinct 0010,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0011,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,1
Marion,Precinct 0012,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0013,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0014,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0015,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0016,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,5
Marion,Precinct 0017,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0018,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0019,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0020,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,1
Marion,Precinct 0021,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0022,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0023,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0024,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,1
Marion,Precinct 0025,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,2
Marion,Precinct 0026,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,2
Marion,Precinct 0027,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0028,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0029,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0030,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,1
Marion,Precinct 0031,U.S. President, Vice President,IND,Phil Collins/Billy Joe Parker,0
Marion,Precinct 0001,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0002,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0003,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0004,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0005,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0006,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,3
Marion,Precinct 0007,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0008,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0009,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0010,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,2
Marion,Precinct 0011,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0012,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0013,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0014,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0015,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0016,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0017,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,1
Marion,Precinct 0018,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0019,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0020,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0021,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0022,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,1
Marion,Precinct 0023,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0024,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0025,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
Marion,Precinct 0026,U.S. President, Vice President,IND,Roque 'Rocky' De La Fuente/Darcy G. Richardson,0
